35.7318718,-83.9826165,P
35.7548805,-83.970611,P
35.7319453,-83.9827323,P
35.7551768,-83.9703908,P
35.7320569,-83.9828525,P
35.7551836,-83.9702831,P
35.7550548,-83.9705143,P
35.7321761,-83.9829898,P
35.7550961,-83.9701573,P
35.7323307,-83.983183,P
35.7450046,-83.9603826,P
35.7551784,-83.9700773,P
35.7324874,-83.983191,P
35.7379669,-83.9768983,P
35.7326464,-83.9830676,P
35.7325528,-83.9831615,P
35.7451353,-83.9595816,P
35.7327836,-83.982904,P
35.7570907,-83.9673313,P
35.7578703,-83.9757406,P
35.7368419,-83.9790309,P
35.7703444,-83.982653,P
35.7322654,-83.9831079,P
35.7379735,-83.9769796,P
35.7312943,-83.9822335,P
35.7516725,-83.9631997,P
35.7380131,-83.9769959,P
35.755308,-83.9699441,P
35.737789,-83.9780653,P
35.7582755,-83.9758769,P
35.7377193,-83.9781324,P
35.7376567,-83.9781935,P
35.7568554,-83.9678145,P
35.7376023,-83.9782793,P
35.73755,-83.9783464,P
35.7374537,-83.9784301,P
35.737365,-83.9784859,P
35.7380313,-83.9767621,P
35.7541763,-83.9713809,P
35.7591269,-83.9697608,P
35.7605222,-83.9475471,P
35.7680347,-83.9829579,P
35.7379092,-83.9767723,P
35.7372626,-83.9785798,P
35.7371859,-83.978642,P
35.7306672,-83.9818955,P
35.7306694,-83.9818231,P
35.7308044,-83.9820403,P
35.7307042,-83.981976,P
35.7309154,-83.9820859,P
35.7310156,-83.9821208,P
35.7380082,-83.976697,P
35.7596661,-83.9466446,P
35.7698588,-83.9825542,P
35.7310641,-83.9821367,P
35.7312278,-83.9821967,P
35.7371097,-83.9787385,P
35.73704,-83.9788405,P
35.7574965,-83.9675069,P
35.7369355,-83.9789612,P
35.7367374,-83.9791516,P
35.7366634,-83.9792723,P
35.736585,-83.9794064,P
35.7521721,-83.9638551,P
35.7523636,-83.9635976,P
35.7365333,-83.9794971,P
35.7567726,-83.9679809,P
35.7363983,-83.9796553,P
35.7472196,-83.955448,P
35.7362802,-83.9797471,P
35.7361888,-83.9798195,P
35.7526294,-83.9568166,P
35.7527222,-83.9566555,P
35.7360429,-83.9799965,P
35.735934,-83.9801172,P
35.7356183,-83.9804042,P
35.7354289,-83.9805088,P
35.7353288,-83.9806054,P
35.748802,-83.9551364,P
35.7351856,-83.9807255,P
35.7350419,-83.9808891,P
35.7602814,-83.947356,P
35.7713613,-83.9828092,P
35.7347175,-83.9811734,P
35.7565625,-83.974286,P
35.7593534,-83.9690682,P
35.759155,-83.9691993,P
35.7357794,-83.9802647,P
35.7598531,-83.9690151,P
35.7345934,-83.9812888,P
35.7385692,-83.9769694,P
35.7344404,-83.9814207,P
35.7343256,-83.9815114,P
35.7341536,-83.9816187,P
35.7352918,-83.9688384,P
35.7340382,-83.9817045,P
35.7385675,-83.977008,P
35.7591338,-83.9714618,P
35.7336349,-83.9820457,P
35.7595562,-83.9696448,P
35.7572216,-83.9679053,P
35.7338286,-83.9818579,P
35.7385155,-83.9771456,P
35.7569944,-83.9678941,P
35.7345698,-83.9697514,P
35.7592967,-83.9705881,P
35.7471056,-83.9554709,P
35.7468842,-83.9554945,P
35.7385263,-83.9768617,P
35.7466991,-83.9558455,P
35.7466022,-83.9559268,P
35.7523501,-83.9548246,P
35.7381913,-83.9766503,P
35.7579705,-83.9673286,P
35.757842,-83.9673575,P
35.7577335,-83.9673954,P
35.7576358,-83.9674601,P
35.7575598,-83.9674935,P
35.7381666,-83.9766401,P
35.7574747,-83.9674646,P
35.7574867,-83.9673996,P
35.7574492,-83.9671313,P
35.7574709,-83.9672838,P
35.7596818,-83.9688966,P
35.7383794,-83.9766747,P
35.7541574,-83.9700348,P
35.7572482,-83.9752439,P
35.7593346,-83.9697942,P
35.7540665,-83.9699746,P
35.7540026,-83.9699554,P
35.7384388,-83.9765669,P
35.753583,-83.9695443,P
35.7385411,-83.9761299,P
35.7537492,-83.9696814,P
35.7538351,-83.9695089,P
35.7538883,-83.9694118,P
35.7536161,-83.969511,P
35.7638931,-83.9681489,P
35.7624485,-83.9675313,P
35.7557675,-83.9743138,P
35.7530642,-83.9701744,P
35.7529926,-83.9701151,P
35.737854,-83.977694,P
35.7550404,-83.9700828,P
35.7596965,-83.9705461,P
35.7766815,-83.9866971,P
35.7453209,-83.9612035,P
35.7592493,-83.9697966,P
35.7503523,-83.965813,P
35.7504546,-83.9657835,P
35.7502739,-83.9658537,P
35.7504089,-83.9657781,P
35.7502021,-83.9658613,P
35.7503849,-83.9657946,P
35.7503131,-83.9658345,P
35.7504328,-83.9657625,P
35.7501331,-83.9659236,P
35.7501673,-83.9658644,P
35.7502369,-83.9658613,P
35.7465398,-83.9632671,P
35.7466732,-83.9633254,P
35.746886,-83.9634829,P
35.759272,-83.9705928,P
35.7471407,-83.9636649,P
35.747358,-83.9637612,P
35.7472895,-83.9637528,P
35.7475957,-83.9638925,P
35.7476768,-83.9639245,P
35.7592171,-83.9706348,P
35.7478394,-83.9640277,P
35.7479694,-83.9641666,P
35.7483419,-83.9639679,P
35.759787,-83.9689372,P
35.739381,-83.9759449,P
35.7639451,-83.9681094,P
35.767993,-83.9833335,P
35.7454917,-83.9576726,P
35.7453132,-83.9576404,P
35.7460316,-83.9578175,P
35.7462058,-83.9579838,P
35.7462885,-83.958016,P
35.7457878,-83.9577102,P
35.7459228,-83.9577853,P
35.7456485,-83.9576834,P
35.7450758,-83.957591,P
35.7673275,-83.9816898,P
35.7799127,-83.9851383,P
35.7588836,-83.9701351,P
35.7557569,-83.9743201,P
35.7842419,-83.9816597,P
35.7691903,-83.9827773,P
35.7591887,-83.9699717,P
35.7580287,-83.9665946,P
35.7801168,-83.9851338,P
35.7593137,-83.969974,P
35.7607929,-83.9683489,P
35.7452766,-83.955524,P
35.7730587,-83.9831357,P
35.7594994,-83.9698106,P
35.7539639,-83.9704066,P
35.7599795,-83.9691283,P
35.757392,-83.9707621,P
35.7596093,-83.9697242,P
35.7574108,-83.970642,P
35.7451739,-83.9590835,P
35.7725613,-83.9828614,P
35.7596396,-83.9696635,P
35.7548428,-83.9702604,P
